index,name,country,latitude,longitude
1193,Taylors,US,34.90851,-82.332431
1194,Hazard,US,37.29907,-83.213465
1195,Memphis,US,35.047606,-89.811353
1196,Highlands Ranch,US,39.562394,-104.910747
1197,Austin,US,30.221033,-97.753926
1198,Laurinburg,US,34.761765,-79.484374
1199,Bellmead,US,31.5999747,-97.1055235
1200,San Angelo,US,31.487916,-100.460659
1201,Joliet,US,41.51903,-88.14233
1202,Corbin,US,36.972144,-84.102527
1203,Stamford,US,32.97197,-99.799311
1204,Fayetteville,US,35.123659,-78.883003
1205,Bellefontaine,US,40.3283014,-83.7569547
1206,Evansville,US,37.980387,-87.472383
1207,Baton Rouge,US,30.43774,-91.004692
1208,Saint Louis,US,38.765978,-90.283606
1209,Lucedale,US,30.901828,-88.595144
1210,Whiteville,US,34.303196,-78.724827
1211,Sun Prairie,US,43.173711,-89.246586
1212,North Augusta,US,33.501291,-81.956733
1213,Meridian,US,32.387318,-88.748256
1214,Fountain,US,38.74038,-104.736761
1215,Snyder,US,32.695707,-100.920992
1216,Whitewater,US,42.836394,-88.756566
1217,Black River Falls,US,44.291594,-90.834535
1218,Grand Junction,US,39.075137,-108.518745
1219,Lebanon,US,40.071845,-86.479887
1220,Concordia,US,39.550916,-97.660502
1221,Houston,US,29.918005,-95.415615
1222,Starke,US,29.922285,-82.130209
1223,Phenix City,US,32.501376,-85.043413
1224,Spartanburg,US,34.972966,-81.877488
1225,Burlington,US,36.07209,-79.499
1226,Roxboro,US,36.376777,-78.984788
1227,Columbia,US,33.964176,-80.938599
1228,Sheboygan,US,43.714983,-87.754467
1229,Ottumwa,US,41.012502,-92.455508
1230,Tucson,US,32.23359,-110.839581
1231,Wilmington,US,39.453074,-83.779125
1232,Christiansburg,US,37.16055,-80.425764
1233,Wilkesboro,US,36.147884,-81.194247
1234,Chiefland,US,29.502205,-82.867627
1235,Marion,US,40.530175,-85.676774
1236,Augusta,US,33.424433,-82.062901
1237,Jacksonville,US,34.779932,-77.393137
1238,Madill,US,34.069993,-96.76555
1239,San Benito,US,26.1477897,-97.6344279
1240,New Bern,US,35.100925,-77.086836
1241,Norton,US,36.956107,-82.601448
1242,Warsaw,US,41.271542,-85.856616
1243,Roanoke,US,37.206757,-79.950787
1244,Alamogordo,US,32.887165,-105.957543
1245,Bourbonnais,US,41.190112,-87.846595
1246,Georgetown,US,30.64515,-97.692098
1247,Littleton,US,39.636245,-105.083434
1248,Cottonwood,US,34.712898,-112.001321
1249,Salem,US,37.2900499,-80.0890274
1250,Columbus,US,32.540884,-84.945814
1251,Spring Lake,US,35.174254,-78.965777
1252,Terre Haute,US,39.3996185,-87.4058437
1253,Janesville,US,42.725543,-88.986576
1254,Buford,US,34.08896,-83.989918
1255,San Antonio,US,29.3528588,-98.4799146
1256,Sturgeon Bay,US,44.8527065,-87.3588262
1257,Asheville,US,35.577077,-82.516228
1258,Knoxville,US,35.911682,-83.843913
1259,Cheyenne,US,41.164049,-104.791051
1260,Knoxville,US,36.005357,-84.0269
1261,Smithfield,US,35.5232155,-78.3092371
1262,Knoxville,US,36.088885,-83.938663
1263,Lexington,US,35.794678,-80.259545
1264,Peoria,US,40.728316,-89.615807
1265,Nogales,US,31.360324,-110.932468
1266,Madison,US,38.783942,-85.377601
1267,Grand Island,US,40.94271,-98.387075
1268,Tucson,US,32.288399,-110.965014
1269,Logansport,US,40.761249,-86.311815
1270,Winslow,US,35.0433092,-110.7016144
1271,Lima,US,40.7525512,-84.152321
1272,South Sioux City,US,42.473368,-96.430044
1273,Sidney,US,40.290528,-84.192551
1274,Claypool,US,33.41267,-110.835723
1275,Lexington,US,37.805879,-79.409875
1276,Van Wert,US,40.889031,-84.578754
1277,Marion,US,36.846533,-81.500801
1278,Columbia,US,34.110157,-80.886603
1279,Columbus,US,32.423808,-84.945113
1280,Elkin,US,36.275974,-80.832332
1281,Lithonia,US,33.700533,-84.166977
1282,Staunton,US,38.134491,-79.04839
1283,Kenner,US,30.024946,-90.268094
1284,South Boston,US,36.735782,-78.91059
1285,Beckley,US,37.805608,-81.17671
1286,Lynchburg,US,37.353827,-79.185652
1287,Wilmington,US,34.146396,-77.897384
1288,Harahan,US,29.949489,-90.179499
1289,Evansville,US,37.972732,-87.636218
1290,Washington,US,35.559783,-77.06361
1291,Morehead City,US,34.7348209,-76.8116296
1292,Sunrise,US,26.167944,-80.254227
1293,San Antonio,US,29.490162,-98.43745
1294,Ocean Springs,US,30.412276,-88.760165
1295,Martinsville,US,39.418348,-86.405892
1296,Walterboro,US,32.934593,-80.689624
1297,Wallace,US,34.739219,-77.968927
1298,Fayetteville,US,38.034292,-81.119714
1299,Silver City,US,32.78962,-108.24771
1300,Destin,US,30.389545,-86.449696
1301,North Charleston,US,32.93911,-80.035584
1302,Sioux City,US,42.433577,-96.363572
1303,Madison,US,33.56619,-83.480021
1304,Warner Robins,US,32.621467,-83.673274
1305,Merrill,US,45.175726,-89.649301
1306,Bullhead City,US,35.082534,-114.5943
1307,Lake Havasu City,US,34.571629,-114.368101
1308,West Union,US,38.784658,-83.564806
1309,Columbus,US,39.206333,-85.879296
1310,Payson,US,34.244396,-111.325344
1311,Altamonte Springs,US,28.659911,-81.421139
1312,Raleigh,US,35.719085,-78.659422
1313,Lilburn,US,33.90295,-84.110453
1314,Hudson,US,44.959151,-92.72713
1315,Hendersonville,US,36.3228,-86.5953
1316,Marianna,US,30.727748,-85.188476
1317,Goshen,US,41.557154,-85.78785
1318,Greenville,US,35.577534,-77.387548
1319,Johnsburg,US,42.368908,-88.271336
1320,Apache Junction,US,33.413821,-111.5753437
1321,La Junta,US,37.9981886,-103.5931748
1322,Beaufort,US,32.425554,-80.734093
1323,Greenwood,US,34.208194,-82.192386
1324,Las Vegas,US,35.619645,-105.227492
1325,Pontiac,US,40.870172,-88.660015
1326,Coral Springs,US,26.278423,-80.203091
1327,Kendallville,US,41.447747,-85.224114
1328,Boone,US,42.036646,-93.870081
1329,Daytona Beach,US,29.17252,-81.02998
1330,Pinellas Park,US,27.845075,-82.68483
1331,Centralia,US,38.534926,-89.159199
1332,Oskaloosa,US,41.298646,-92.669863
1333,Gastonia,US,35.262364,-81.124124
1334,Wilmington,US,34.242149,-77.8741594
1335,Baraboo,US,43.458483,-89.772509
1336,Greenfield,US,42.960177,-88.044234
1337,Lake Worth,US,26.574994,-80.11455
1338,Athens,US,33.919842,-83.445494
1339,Cornelia,US,34.536413,-83.531914
1340,Bedford,US,37.325966,-79.49697
1341,Naperville,US,41.745338,-88.198078
1342,Winchester,US,39.1558595,-78.1724345
1343,Lebanon,US,39.456055,-84.172455
1344,Tallahassee,US,30.461987,-84.359237
1345,Albuquerque,US,35.204341,-106.656674
1346,Troy,US,40.056617,-84.235585
1347,Houston,US,29.7932,-95.564858
1348,Laramie,US,41.301639,-105.540476
1349,Green Valley,US,31.912168,-110.982594
1350,Bay City,US,28.98382,-95.934448
1351,Crystal Lake,US,42.209328,-88.282838
1352,Lake Zurich,US,42.186054,-88.087621
1353,Belen,US,34.6971752,-106.7683411
1354,Napoleon,US,41.404038,-84.135082
1355,Fort Wayne,US,41.127955,-85.13816
1356,Spirit Lake,US,43.424486,-95.12447
1357,O Fallon,US,38.59509,-89.954009
1358,Prescott,US,34.554753,-112.408542
1359,Streamwood,US,42.015255,-88.1481438
1360,Colonial Heights,US,37.2458298,-77.3863435
1361,Saint Johns,US,42.978689,-84.538647
1362,Alma,US,43.4034976,-84.6641673
1363,Columbia City,US,41.170842,-85.496591
1364,Ashland,US,38.485575,-82.658168
1365,Oshkosh,US,44.015765,-88.586283
1366,Keokuk,US,40.417702,-91.41065
1367,Fremont,US,41.374632,-83.119987
1368,Cadillac,US,44.284128,-85.3986136
1369,Celina,US,40.554332,-84.540457
1370,Circleville,US,39.582107,-82.948279
1371,Creston,US,41.045448,-94.372817
1372,Mount Pleasant,US,43.572988,-84.760321
1373,Colorado Springs,US,38.823798,-104.837689
1374,Cedar City,US,37.65447,-113.088367
1375,Greenacres,US,26.64949,-80.142537
1376,Tooele,US,40.555998,-112.30067
1377,Page,US,36.904863,-111.487252
1378,Jacksonville,US,30.342276,-81.545443
1379,Mason,US,39.311522,-84.318642
1380,Washington,US,37.126268,-113.51802
1381,Guymon,US,36.70564,-101.487933
1382,Washington,US,40.706877,-89.456994
1383,Cincinnati,US,39.090131,-84.269663
1384,Port Clinton,US,41.5200492,-82.8632437
1385,Ashland,US,40.862191,-82.271284
1386,Superior,US,46.694534,-92.106919
1387,Manitowoc,US,44.076137,-87.69668
1388,Rice Lake,US,45.4759224,-91.7623448
1389,Ripley,US,38.829015,-81.719331
1390,Charlotte,US,35.096683,-80.782272
1391,Green Bay,US,44.526822,-88.090801
1392,Quincy,US,39.938168,-91.332345
1393,Fort Worth,US,32.764623,-97.169284
1394,Riverton,US,43.042872,-108.378319
1395,Fort Oglethorpe,US,34.936522,-85.216181
1396,Indianapolis,US,39.660399,-86.141957
1397,Beardstown,US,39.996788,-90.394505
1398,Hastings,US,40.624235,-98.385789
1399,Rock Springs,US,41.580611,-109.251197
1400,Xenia,US,39.689426,-83.969609
1401,Greenville,US,31.849507,-86.647223
1402,Jamestown,US,36.426135,-84.922087
1403,Evanston,US,41.265902,-110.953877
1404,Charlotte,US,35.14655,-80.934023
1405,Batesville,US,34.307673,-89.916401
1406,Danville,US,36.596821,-79.430521
1407,Chattanooga,US,35.03,-85.1531
1408,Mankato,US,44.163908,-93.950642
1409,Willmar,US,45.100793,-95.035261
1410,Hastings,US,44.74111,-92.89188
1411,Washington,US,41.295443,-91.66222
1412,Jacksboro,US,36.3361743,-84.1786969
1413,Yuma,US,32.6744478,-114.6015699
1414,New London,US,44.411593,-88.743987
1415,Clarksville,US,38.332009,-85.759053
1416,South Point,US,38.410806,-82.524603
1417,Summersville,US,38.3047049,-80.8357196
1418,Yankton,US,42.90729,-97.401127
1419,Tampa,US,28.026915,-82.558895
1420,Valparaiso,US,41.454783,-87.033847
1421,Winchester,US,40.163085,-84.965182
1422,Gillette,US,44.273032,-105.498154
1423,Homewood,US,33.447061,-86.821007
1424,Michigan City,US,41.667118,-86.887953
1425,Aurora,US,39.701967,-104.826211
1426,Indianola,US,41.373432,-93.555772
1427,Monroeville,US,31.480615,-87.328286
1428,Rockford,US,42.266166,-88.973392
1429,Corpus Christi,US,27.727731,-97.382927
1430,Farmville,US,37.278882,-78.402097
1431,Greensboro,US,36.135406,-79.855475
1432,Douglasville,US,33.732555,-84.756492
1433,Waterloo,US,42.458395,-92.330641
1434,Lewisburg,US,37.811906,-80.429277
1435,Huber Heights,US,39.863295,-84.09821
1436,Vernon Hills,US,42.238635,-87.949187
1437,Watertown,US,44.886833,-97.069827
1438,Pikeville,US,37.507105,-82.540367
1439,Dayton,US,39.647596,-84.107268
1440,Tampa,US,28.085837,-82.502642
1441,Roanoke Rapids,US,36.428333,-77.634214
1442,Dayton,US,39.630918,-84.211623
1443,Manchester,US,42.482171,-91.478152
1444,Sheridan,US,44.779373,-106.939798
1445,Wichita,US,37.73877,-97.241824
1446,Maquoketa,US,42.048737,-90.662622
1447,Chandler,US,33.337731,-111.854681
1448,Palm Harbor,US,28.095288,-82.740782
1449,Arnold,US,38.436729,-90.377786
1450,Miramar,US,25.9935839,-80.2504294
1451,Florence,US,39.011316,-84.650727
1452,Germantown,US,43.196221,-88.146349
1453,Borger,US,35.654823,-101.411718
1454,Jackson,US,39.031686,-82.621747
1455,Cincinnati,US,39.224556,-84.591605
1456,Aberdeen,US,45.456105,-98.436532
1457,Pompano Beach,US,26.293245,-80.09593
1458,Elkins,US,38.89265,-79.843661
1459,Glen Allen,US,37.652043,-77.608163
1460,Indianapolis,US,39.909219,-86.2164311
1461,Storm Lake,US,42.664048,-95.197118
1462,Elizabeth City,US,36.296203,-76.298392
1463,Mechanicsville,US,37.613893,-77.355454
1464,York,US,39.977681,-76.671561
1465,Carpentersville,US,42.119505,-88.261654
1466,Chester,US,37.350273,-77.482847
1467,Cedar Rapids,US,42.031916,-91.682032
1468,Cleveland,US,33.757227,-90.712128
1469,Peoria,US,33.5784583,-112.2303209
1470,Bismarck,US,46.791635,-100.749948
1471,St Petersburg,US,27.8158476,-82.7813795
1472,Sioux Falls,US,43.516817,-96.773461
1473,Ontario,US,40.762155,-82.594877
1474,Brookings,US,44.314414,-96.765997
1475,Spearfish,US,44.478239,-103.809596
1476,West Palm Beach,US,26.689142,-80.199447
1477,Gaylord,US,45.022509,-84.689914
1478,Glendale,US,33.636517,-112.184744
1479,Clarksburg,US,39.263381,-80.285584
1480,Grand Forks,US,47.887004,-97.064722
1481,Iowa Falls,US,42.502357,-93.260392
1482,Gettysburg,US,39.843289,-77.204574
1483,Watseka,US,40.7770883,-87.6974256
1484,Phoenix,US,33.470806,-112.223505
1485,South Haven,US,42.406384,-86.247377
1486,Lafayette,US,40.413229,-86.827302
1487,Gunnison,US,38.554562,-106.92541
1488,Bloomingdale,US,41.936421,-88.102649
1489,Stockton,US,38.023504,-121.273567
1490,Salisbury,US,35.655173,-80.466487
1491,El Centro,US,32.813411,-115.577324
1492,Orland Hills,US,41.59913,-87.842939
1493,Franklin,US,42.923183,-87.952428
1494,Eden,US,36.488342,-79.733948
1495,Fishers,US,39.929679,-86.0211573
1496,Memphis,US,35.232111,-89.893934
1497,Las Vegas,US,36.080571,-115.122253
1498,Las Vegas,US,36.165098,-115.063287
1499,Coon Rapids,US,45.207265,-93.362063
1500,New Boston,US,38.752864,-82.925293
1501,Goshen,US,41.618093,-85.899957
1502,Lancaster,US,34.693755,-118.174112
1503,Williston,US,48.1819593,-103.6303285
1504,Auburn,US,41.362476,-85.080495
1505,Maysville,US,38.621092,-83.787522
1506,Hermitage,US,41.249775,-80.452895
1507,Mukwonago,US,42.8541963,-88.3148487
1508,Dickinson,US,46.908396,-102.787045
1509,Vernal,US,40.438184,-109.563141
1510,Oroville,US,39.496607,-121.57343
1511,Schererville,US,41.492642,-87.467399
1512,Buffalo,US,45.189871,-93.878478
1513,Roswell,US,34.045297,-84.33353
1514,Oxford,US,36.279949,-78.602728
1515,Fargo,US,46.864665,-96.865768
1516,Madera,US,36.975625,-120.08061
1517,Las Vegas,US,36.1231761,-115.24648
1518,Indianapolis,US,39.773528,-85.976523
1519,Bakersfield,US,35.298796,-119.029215
1520,North Platte,US,41.120783,-100.757712
1521,Price,US,39.596322,-110.788467
1522,Modesto,US,37.673392,-121.037048
1523,Victorville,US,34.465211,-117.354392
1524,Austell,US,33.85557,-84.58697
1525,Delray Beach,US,26.436375,-80.124371
1526,Hialeah,US,25.935789,-80.29576
1527,Harrisburg,US,40.261651,-76.772903
1528,Bad Axe,US,43.817639,-83.005695
1529,Marysville,US,40.230455,-83.345774
1530,Bolingbrook,US,41.695929,-88.06511
1531,Tulsa,US,36.004616,-95.889705
1532,Phoenix,US,33.63843,-111.981841
1533,Overland Park,US,38.914788,-94.663843
1534,Ridgecrest,US,35.60703,-117.673342
1535,Carmel,US,40.006534,-86.123747
1536,Coldwater,US,41.933638,-84.967451
1537,Springfield,US,39.752123,-89.710518
1538,Chester,US,34.699825,-81.1925399
1539,Heath,US,40.028409,-82.45211
1540,Pensacola,US,30.438562,-87.277287
1541,Rapid City,US,44.098149,-103.198186
1542,Hixson,US,35.153126,-85.245271
1543,Lewistown,US,40.581333,-77.611455
1544,Red Bluff,US,40.162188,-122.232418
1545,Grand Rapids,US,47.2017,-93.525989
1546,Fort Gratiot,US,43.049135,-82.460811
1547,Tucson,US,32.136724,-111.000556
1548,Greece,US,43.214571,-77.724256
1549,High Point,US,35.925361,-79.988961
1550,Pittsburg,US,38.009048,-121.868154
1551,Durham,US,36.02823,-78.843746
1552,Susanville,US,40.409033,-120.637585
1553,Casper,US,42.851375,-106.266907
1554,Brewton,US,31.148441,-87.063735
1555,Rochester,US,43.080606,-77.62265
1556,Tiffin,US,41.112105,-83.221498
1557,Merrillville,US,41.473884,-87.300113
1558,Centerville,US,40.7091841,-92.8656721
1559,Wilkes Barre,US,41.238458,-75.858654
1560,Brazil,US,39.531649,-87.10094
1561,Bakersfield,US,35.391531,-118.960829
1562,Sandusky,US,41.404655,-82.655528
1563,Oklahoma City,US,35.604809,-97.545911
1564,Dilworth,US,46.88175,-96.722497
1565,Le Mars,US,42.781897,-96.187601
1566,Yreka,US,41.6986659,-122.6444711
1567,Hampton,US,37.040757,-76.379054
1568,Little Falls,US,45.980168,-94.337543
1569,Minot,US,48.194659,-101.300201
1570,Alexandria,US,45.84835,-95.382454
1571,Sartell,US,45.592684,-94.187303
1572,Waukesha,US,42.98053,-88.237987
1573,State College,US,40.810122,-77.89739
1574,Williamston,US,35.8341,-77.062878
1575,Rochester,US,41.0505489,-86.2143509
1576,Charlotte,US,42.580217,-84.803637
1577,Eufaula,US,31.843586,-85.171043
1578,Fond Du Lac,US,43.787802,-88.483995
1579,Lewisburg,US,40.991619,-76.878945
1580,Decatur,US,40.808859,-84.940946
1581,Mesa,US,33.391531,-111.699115
1582,Hanford,US,36.32181,-119.676372
1583,Omaha,US,41.315128,-96.068522
1584,Jamestown,US,46.880551,-98.723048
1585,Carson City,US,39.111782,-119.778406
1586,Saukville,US,43.383123,-87.924219
1587,American Canyon,US,38.182987,-122.252632
1588,Crawfordsville,US,40.013317,-86.907616
1589,Dublin,US,37.084046,-80.694436
1590,Faribault,US,44.290001,-93.306053
1591,Weston,US,39.019833,-80.4149
1592,Meadville,US,41.6222542,-80.2138609
1593,Baxter,US,46.341881,-94.249555
1594,Palmdale,US,34.611652,-118.144492
1595,Thomson,US,33.480822,-82.501568
1596,Brighton,US,39.969622,-104.82389
1597,Kinston,US,35.264918,-77.646169
1598,Statesville,US,35.811119,-80.869157
1599,Wilson,US,35.733962,-77.94866
1600,Wabash,US,40.819163,-85.835695
1601,Waynesville,US,35.46672,-83.009868
1602,Charlotte,US,35.1994206,-80.7765497
1603,Muncie,US,40.216727,-85.440925
1604,Papillion,US,41.17436,-96.020173
1605,Eau Claire,US,44.776217,-91.428324
1606,Hagerstown,US,39.658092,-77.74905
1607,Gurnee,US,42.388201,-87.966567
1608,Ashland,US,46.603347,-90.850498
1609,Lebanon,US,37.553369,-85.283895
1610,Tell City,US,37.928236,-86.752582
1611,New Hartford,US,43.095414,-75.312346
1612,Delafield,US,43.048863,-88.369181
1613,Wyomissing,US,40.342207,-75.978374
1614,Onalaska,US,43.879795,-91.183654
1615,Miami,US,25.685292,-80.448637
1616,Mount Prospect,US,42.069294,-87.923386
1617,Canandaigua,US,42.876081,-77.23991
1618,Chesapeake,US,36.829961,-76.418107
1619,Everett,US,40.02317,-78.44708
1620,Taylorsville,US,40.650464,-111.93685
1621,Shenandoah,US,40.7618798,-95.3825068
1622,Pierre,US,44.380285,-100.311489
1623,Suffolk,US,36.746071,-76.580473
1624,Virginia Beach,US,36.823503,-76.071643
1625,Decatur,US,39.899848,-88.951475
1626,Aurora,US,39.6139062,-104.8114187
1627,Overland Park,US,38.989813,-94.698802
1628,Redlands,US,34.065136,-117.222895
1629,Colton,US,34.050112,-117.306233
1630,Marion,US,35.647439,-82.030359
1631,Devils Lake,US,48.0979954,-98.8418135
1632,Elk Grove,US,38.411762,-121.391694
1633,Poway,US,32.9589415,-117.0376617
1634,Fergus Falls,US,46.292561,-96.12436
1635,Hooksett,US,43.0410838,-71.4745758
1636,Layton,US,41.06831,-111.979569
1637,Martinsburg,US,39.451745,-77.986101
1638,Melbourne,US,28.122779,-80.674465
1639,Riverdale,US,41.175967,-111.998598
1640,Waterloo,US,42.9076868,-76.8408491
1641,Vacaville,US,38.36206,-121.958994
1642,Angola,US,41.661572,-84.995594
1643,East Liverpool,US,40.6641378,-80.5863982
1644,Clinton,US,32.3261145,-90.3046653
1645,Birmingham,US,33.528969,-86.720194
1646,Canton,US,40.592292,-90.033266
1647,Fairmont,US,39.424718,-80.190933
1648,Prince Frederick,US,38.540822,-76.591415
1649,Largo,US,27.926481,-82.785842
1650,Findlay,US,41.057471,-83.594348
1651,Waldorf,US,38.639191,-76.894969
1652,Big Rapids,US,43.69059,-85.509212
1653,Snellville,US,33.886549,-84.007537
1654,Easton,US,38.772711,-76.05434
1655,Marshall,US,44.432426,-95.766785
1656,Des Moines,US,41.536957,-93.59297
1657,Millersburg,US,40.533463,-81.919583
1658,Harrisonburg,US,38.435223,-78.853029
1659,Connersville,US,39.684407,-85.136879
1660,Iowa City,US,41.644112,-91.551193
1661,Berlin,US,43.970627,-88.978984
1662,Tappahannock,US,37.904105,-76.863373
1663,Geneva,US,42.859824,-77.021515
1664,Anderson,US,40.0644809,-85.6496235
1665,Denison,US,42.026224,-95.371661
1666,Champaign,US,40.147006,-88.25482
1667,Owosso,US,43.000049,-84.138829
1668,Wheeling,US,42.1525,-87.95279
1669,Dover,US,39.216724,-75.570866
1670,Villa Park,US,41.871911,-87.962802
1671,Washington,US,40.182683,-80.221633
1672,Hutchinson,US,44.8717545,-94.3788858
1673,Freeport,US,42.263954,-89.628318
1674,Milford,US,38.929245,-75.435194
1675,Webster,US,43.190503,-77.498195
1676,Tempe,US,33.35103,-111.960968
1677,Perris,US,33.806034,-117.229378
1678,Harlan,US,36.817489,-83.318374
1679,Somersworth,US,43.234165,-70.879023
1680,Richmond,US,39.826734,-84.85324
1681,Turnersville,US,39.729508,-75.035783
1682,Charleston,US,32.821602,-80.08135
1683,Marion,US,40.584009,-83.088355
1684,Raleigh,US,35.862402,-78.707124
1685,Derry,US,42.902092,-71.325871
1686,Howell,US,42.585496,-83.878052
1687,Bay City,US,43.625476,-83.897044
1688,Hermantown,US,46.817374,-92.18404
1689,Rohnert Park,US,38.367439,-122.71648
1690,New Castle,US,39.8867273,-85.3886916
1691,Gloucester,US,37.400469,-76.528717
1692,Seabrook,US,42.8947328,-70.8664579
1693,Folsom,US,38.668326,-121.167602
1694,Bluefield,US,37.237732,-81.25417
1695,Des Moines,US,41.596983,-93.713782
1696,Somerset,US,40.0520521,-79.0706838
1697,Granite City,US,38.736533,-90.141487
1698,Marietta,US,34.023274,-84.422495
1699,Fontana,US,34.105588,-117.428136
1700,Shallotte,US,33.98352,-78.373777
1701,Cranberry Township,US,40.68772,-80.105554
1702,Orem,US,40.272686,-111.71022
1703,Sturgis,US,41.78391,-85.424951
1704,Du Bois,US,41.1281024,-78.7374441
1705,Sanford,US,35.442723,-79.130533
1706,Newport News,US,37.118586,-76.506222
1707,Klamath Falls,US,42.193388,-121.760604
1708,Lebanon,US,44.516753,-122.900683
1709,Reading,US,40.2941845,-75.8393042
1710,Watertown,US,43.162076,-88.730179
1711,Bridgeview,US,41.706569,-87.800466
1712,Cody,US,44.518147,-109.088799
1713,Charlottesville,US,38.09739,-78.467131
1714,Vienna,US,39.306283,-81.553726
1715,Cortland,US,42.569011,-76.218215
1716,Princeton,US,38.358148,-87.604836
1717,Hudson,US,42.7277,-71.4225
1718,Eagan,US,44.828515,-93.161911
1719,Salem,US,44.9646925,-122.9873398
1720,Scarborough,US,43.622201,-70.343417
1721,Carroll,US,42.081336,-94.893106
1722,Lodi,US,38.112985,-121.303278
1723,Monroe,US,41.951627,-83.395824
1724,Fremont,US,43.470111,-85.976337
1725,Pisgah Forest,US,35.277476,-82.703991
1726,Woodburn,US,45.147843,-122.880034
1727,Saint Marys,US,41.390995,-78.563219
1728,Bloomsburg,US,41.008702,-76.485292
1729,Amherst,US,42.809386,-71.579488
1730,Thomaston,US,44.0915373,-69.1379246
1731,Portage,US,43.570847,-89.473457
1732,Garland,US,32.8630502,-96.652042
1733,Caro,US,43.500863,-83.384718
1734,Topeka,US,39.039531,-95.764743
1735,Fort Wayne,US,41.069749,-85.202719
1736,La Quinta,US,33.703645,-116.281073
1737,San Antonio,US,29.553351,-98.406975
1738,Gloversville,US,43.031276,-74.342248
1739,Arlington,US,32.66855,-97.131791
1740,West Berlin,US,39.808346,-74.927725
1741,Steamboat Springs,US,40.461959,-106.82329
1742,Jonesville,US,41.965241,-84.668345
1743,Fishkill,US,41.530779,-73.897109
1744,Wooster,US,40.847635,-81.94154
1745,Norfolk,US,36.862881,-76.207306
1746,Elgin,US,42.003553,-88.339659
1747,Fresno,US,36.810606,-119.860333
1748,Hermiston,US,45.850649,-119.28648
1749,Knightdale,US,35.79587,-78.491028
1750,Newark,US,43.051597,-77.057757
1751,Menomonie,US,44.910874,-91.930707
1752,Fajardo,PR,18.34303,-65.674169
1753,Kittanning,US,40.814772,-79.54191
1754,Charlotte,US,35.213517,-80.688996
1755,Hanover,US,39.823698,-76.975137
1756,Ypsilanti,US,42.2282,-83.650314
1757,Visalia,US,36.324329,-119.273131
1758,Park City,US,40.725996,-111.549331
1759,Manassas,US,38.77154,-77.507534
1760,Auburn,US,42.9540567,-76.5481535
1761,Fredericksburg,US,38.30653,-77.51382
1762,Palm Springs,US,33.813069,-116.486956
1763,Mullins,US,34.18319,-79.345133
1764,Plover,US,44.492673,-89.50967
1765,Liverpool,US,43.189246,-76.242531
1766,Grants Pass,US,42.434355,-123.301989
1767,Vestal,US,42.095462,-76.013283
1768,Adrian,US,41.872722,-84.031302
1769,Humble,US,30.009001,-95.283487
1770,Las Vegas,US,36.214796,-115.245037
1771,Manteca,US,37.785539,-121.218572
1772,Greensboro,US,36.057874,-79.90087
1773,Chesapeake,US,36.772868,-76.248764
1774,Lorain,US,41.430204,-82.208011
1775,Mcminnville,US,45.230446,-123.174216
1776,Cooper City,US,26.062116,-80.310563
1777,Douglas,US,31.338217,-109.565561
1778,Toms River,US,39.9756642,-74.2382847
1779,Ocala,US,29.209128,-82.063728
1780,Glen Ellyn,US,41.8285902,-88.0568914
1781,North Lauderdale,US,26.205328,-80.229699
1782,Hemet,US,33.72639,-117.009917
1783,Chambersburg,US,39.920766,-77.60692
1784,Winston Salem,US,36.192512,-80.274249
1785,Woodbridge,US,38.648593,-77.297223
1786,Hatillo,PR,18.481318,-66.771308
1787,Eden Prairie,US,44.8562449,-93.431226
1788,Bangor,US,44.839916,-68.749406
1789,Mentor,US,41.678819,-81.307646
1790,Elkton,US,39.603188,-75.792787
1791,Oak Park Heights,US,45.032923,-92.831595
1792,Montevideo,US,44.951553,-95.689822
1793,Calexico,US,32.697644,-115.496576
1794,Redwood Falls,US,44.540069,-95.087846
1795,Brooklyn Park,US,45.100635,-93.385189
1796,Rialto,US,34.0767,-117.3725
1797,Eastlake,US,41.64066,-81.44688
1798,Auburn,US,44.11765,-70.238202
1799,Farmington,US,44.630623,-70.158672
1800,Westminster,US,39.585473,-76.984056
1801,Marlton,US,39.896213,-74.915401
1802,Pullman,US,46.712044,-117.175627
1803,Watertown,US,43.976571,-75.958883
1804,Cranston,US,41.788163,-71.498321
1805,Helena,US,46.593512,-111.990661
1806,Severn,US,39.146418,-76.646598
1807,Englewood,US,26.932272,-82.310316
1808,Hood River,US,45.711725,-121.538552
1809,Porterville,US,36.0834328,-119.0453125
1810,Barstow,US,34.882594,-116.991694
1811,Antelope,US,38.712775,-121.394667
1812,Rexburg,US,43.8374,-111.7753758
1813,Coos Bay,US,43.389624,-124.252099
1814,Dickson City,US,41.465598,-75.6422658
1815,Mechanicsburg,US,40.248405,-77.023292
1816,Selma,US,36.577321,-119.634423
1817,Monaca,US,40.678581,-80.301528
1818,North Logan,US,41.760285,-111.830402
1819,Island City,US,45.335366,-118.058396
1820,Montoursville,US,41.262279,-76.919142
1821,Butler,US,40.878144,-79.943131
1822,Salisbury,US,38.417387,-75.569167
1823,Manchester,US,41.806569,-72.537633
1824,Bowie,US,38.935591,-76.720454
1825,Medina,US,41.162035,-81.859196
1826,Fairlawn,US,41.134599,-81.632037
1827,Elk Grove Village,US,42.001684,-88.043323
1828,Hodgkins,US,41.777587,-87.863305
1829,Colorado Springs,US,38.949789,-104.799763
